,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2324,Tottenham,Micky van de Ven,NED,DF,22-315,2001,15.5,1,5,1,20.0,0.32,0.06,0.2,1.0,16.9,0,0,0,0.3,0.3,0.07,0.7,0.7
ENG-Premier League,2324,Tottenham,Oliver Skipp,ENG,"MF,FW",23-165,2000,6.5,0,3,1,33.3,0.46,0.15,0.0,0.0,12.6,0,0,0,0.6,0.6,0.2,-0.6,-0.6
ENG-Premier League,2324,Tottenham,Pape Matar Sarr,SEN,MF,21-167,2002,14.9,3,29,12,41.4,1.94,0.8,0.1,0.25,17.3,0,0,0,2.6,2.6,0.09,0.4,0.4
ENG-Premier League,2324,Tottenham,Pedro Porro,ESP,DF,24-168,1999,23.0,0,37,6,16.2,1.61,0.26,0.0,0.0,20.9,3,0,0,2.2,2.2,0.06,-2.2,-2.2
ENG-Premier League,2324,Tottenham,Pierre Højbjerg,DEN,MF,28-207,1995,10.9,0,12,3,25.0,1.1,0.28,0.0,0.0,26.4,1,0,0,0.4,0.4,0.04,-0.4,-0.4
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,"DF,MF",22-025,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Tottenham,Richarlison,BRA,FW,26-294,1997,15.0,10,56,22,39.3,3.74,1.47,0.18,0.45,13.3,0,0,0,8.6,8.6,0.15,1.4,1.4
ENG-Premier League,2324,Tottenham,Rodrigo Bentancur,URU,MF,26-248,1997,4.7,1,7,1,14.3,1.48,0.21,0.14,1.0,11.9,0,0,0,1.0,1.0,0.14,0.0,0.0
ENG-Premier League,2324,Tottenham,Son Heung-min,KOR,FW,31-235,1992,20.1,12,51,25,49.0,2.54,1.24,0.22,0.44,15.1,0,1,1,7.1,6.3,0.12,4.9,4.7
ENG-Premier League,2324,Tottenham,Timo Werner,GER,FW,27-359,1996,3.7,0,12,1,8.3,3.23,0.27,0.0,0.0,15.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
ENG-Premier League,2324,Tottenham,Yves Bissouma,MLI,MF,27-182,1996,14.5,0,18,4,22.2,1.24,0.28,0.0,0.0,25.1,1,0,0,1.2,1.2,0.07,-1.2,-1.2
ENG-Premier League,2324,West Ham,Aaron Cresswell,ENG,DF,34-075,1989,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,West Ham,Alphonse Areola,FRA,GK,31-001,1993,22.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,West Ham,Angelo Ogbonna,ITA,DF,35-281,1988,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,West Ham,Ben Johnson,ENG,"DF,FW",24-035,2000,4.4,0,5,1,20.0,1.13,0.23,0.0,0.0,25.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,2324,West Ham,Danny Ings,ENG,FW,31-220,1992,2.8,0,7,2,28.6,2.47,0.71,0.0,0.0,13.5,0,0,0,0.9,0.9,0.13,-0.9,-0.9
ENG-Premier League,2324,West Ham,Divin Mubama,ENG,FW,19-126,2004,0.9,0,1,0,0.0,1.13,0.0,0.0,,12.5,0,0,0,0.1,0.1,0.15,-0.1,-0.1
ENG-Premier League,2324,West Ham,Edson Álvarez,MEX,MF,26-127,1997,19.4,0,13,1,7.7,0.67,0.05,0.0,0.0,21.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6
ENG-Premier League,2324,West Ham,Emerson Palmieri,ITA,DF,29-209,1994,24.2,1,15,3,20.0,0.62,0.12,0.07,0.33,18.6,0,0,0,1.1,1.1,0.07,-0.1,-0.1
ENG-Premier League,2324,West Ham,James Ward-Prowse,ENG,MF,29-119,1994,24.7,5,29,11,37.9,1.17,0.45,0.1,0.27,22.2,10,2,2,5.1,3.5,0.13,-0.1,-0.5
ENG-Premier League,2324,West Ham,Jarrod Bowen,ENG,FW,27-070,1996,25.0,14,63,30,47.6,2.52,1.2,0.22,0.47,14.0,0,0,0,9.0,9.0,0.15,5.0,5.0
ENG-Premier League,2324,West Ham,Kalvin Phillips,ENG,MF,28-088,1995,2.2,0,3,2,66.7,1.34,0.9,0.0,0.0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-079,1997,9.0,1,5,1,20.0,0.55,0.11,0.2,1.0,9.3,0,0,0,0.4,0.4,0.09,0.6,0.6
ENG-Premier League,2324,West Ham,Kudus Mohammed,GHA,"FW,MF",23-210,2000,15.7,6,35,11,31.4,2.23,0.7,0.17,0.55,19.1,0,0,0,2.5,2.5,0.07,3.5,3.5
ENG-Premier League,2324,West Ham,Kurt Zouma,FRA,DF,29-124,1994,21.2,1,12,5,41.7,0.57,0.24,0.08,0.2,9.3,0,0,0,1.3,1.3,0.1,-0.3,-0.3
ENG-Premier League,2324,West Ham,Lucas Paquetá,BRA,"FW,MF",26-185,1997,17.6,2,22,4,18.2,1.25,0.23,0.05,0.25,16.5,0,1,1,3.0,2.2,0.1,-1.0,-1.2
ENG-Premier League,2324,West Ham,Maxwel Cornet,CIV,"MF,FW",27-154,1996,1.2,1,4,1,25.0,3.43,0.86,0.25,1.0,12.5,0,0,0,0.4,0.4,0.1,0.6,0.6
ENG-Premier League,2324,West Ham,Michail Antonio,JAM,FW,33-337,1990,10.0,2,10,4,40.0,1.0,0.4,0.2,0.5,13.9,0,0,0,1.9,1.9,0.19,0.1,0.1
ENG-Premier League,2324,West Ham,Nayef Aguerd,MAR,DF,27-335,1996,18.7,1,14,3,21.4,0.75,0.16,0.07,0.33,10.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5
ENG-Premier League,2324,West Ham,Pablo Fornals,ESP,"MF,FW",28-006,1996,4.7,0,7,3,42.9,1.48,0.63,0.0,0.0,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2324,West Ham,Saïd Benrahma,ALG,"FW,MF",28-202,1995,6.9,0,18,5,27.8,2.61,0.73,0.0,0.0,19.8,0,0,1,1.8,1.0,0.06,-1.8,-1.0
ENG-Premier League,2324,West Ham,Thilo Kehrer,GER,"DF,MF",27-160,1996,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-001,1995,21.8,5,32,10,31.3,1.47,0.46,0.16,0.5,10.3,0,0,0,5.4,5.4,0.17,-0.4,-0.4
ENG-Premier League,2324,West Ham,Vladimír Coufal,CZE,DF,31-190,1992,23.6,0,2,0,0.0,0.08,0.0,0.0,,29.4,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2324,West Ham,Łukasz Fabiański,POL,GK,38-316,1985,3.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Wolves,Boubacar Traoré,MLI,"MF,FW",22-192,2001,4.4,0,4,0,0.0,0.92,0.0,0.0,,28.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,2324,Wolves,Craig Dawson,ENG,DF,33-298,1990,23.5,1,15,5,33.3,0.64,0.21,0.07,0.2,11.2,0,0,0,1.5,1.5,0.1,-0.5,-0.5
ENG-Premier League,2324,Wolves,Daniel Bentley,ENG,GK,30-230,1993,2.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Wolves,Fábio Silva,POR,FW,21-224,2002,2.9,0,7,3,42.9,2.39,1.02,0.0,0.0,13.8,0,0,0,1.0,1.0,0.15,-1.0,-1.0
ENG-Premier League,2324,Wolves,Hugo Bueno,ESP,"DF,MF",21-163,2002,4.4,0,4,0,0.0,0.9,0.0,0.0,,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ENG-Premier League,2324,Wolves,Hwang Hee-chan,KOR,"FW,MF",28-033,1996,18.0,10,35,12,34.3,1.94,0.67,0.26,0.75,12.6,0,1,1,6.3,5.6,0.16,3.7,3.4
ENG-Premier League,2324,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",25-246,1998,8.0,2,11,4,36.4,1.38,0.5,0.18,0.5,18.4,0,0,0,1.2,1.2,0.11,0.8,0.8
ENG-Premier League,2324,Wolves,Jonny Castro,ESP,MF,29-362,1994,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Wolves,José Sá,POR,GK,31-042,1993,23.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Wolves,João Gomes,BRA,MF,23-016,2001,19.2,2,18,5,27.8,0.94,0.26,0.11,0.4,20.0,0,0,0,1.1,1.1,0.06,0.9,0.9
ENG-Premier League,2324,Wolves,Mario Lemina,GAB,MF,30-180,1993,22.3,4,35,13,37.1,1.57,0.58,0.11,0.31,15.9,0,0,0,3.8,3.8,0.11,0.2,0.2
ENG-Premier League,2324,Wolves,Matheus Cunha,BRA,"FW,MF",24-277,1999,21.8,9,59,30,50.8,2.71,1.38,0.14,0.27,18.3,0,1,1,8.2,7.4,0.13,0.8,0.6
ENG-Premier League,2324,Wolves,Matheus Nunes,POR,MF,25-185,1998,2.0,0,1,0,0.0,0.5,0.0,0.0,,15.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-043,1992,6.4,1,5,2,40.0,0.78,0.31,0.2,0.5,11.0,0,0,0,0.5,0.5,0.11,0.5,0.5
ENG-Premier League,2324,Wolves,Max Kilman,ENG,DF,26-281,1997,26.0,2,8,5,62.5,0.31,0.19,0.25,0.4,6.9,0,0,0,1.6,1.6,0.2,0.4,0.4
ENG-Premier League,2324,Wolves,Nathan Fraser,IRL,FW,19-006,2005,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Wolves,Nélson Semedo,POR,"DF,MF",30-104,1993,24.1,0,12,3,25.0,0.5,0.12,0.0,0.0,20.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8
ENG-Premier League,2324,Wolves,Pablo Sarabia,ESP,"MF,FW",31-293,1992,12.1,3,30,10,33.3,2.47,0.82,0.07,0.2,18.9,5,1,1,3.3,2.6,0.09,-0.3,-0.6
ENG-Premier League,2324,Wolves,Pedro Neto,POR,"MF,FW",23-356,2000,15.7,2,34,11,32.4,2.16,0.7,0.06,0.18,16.4,2,0,0,3.4,3.4,0.1,-1.4,-1.4
ENG-Premier League,2324,Wolves,Rayan Aït Nouri,ALG,"DF,MF",22-267,2001,16.9,0,13,1,7.7,0.77,0.06,0.0,0.0,16.0,0,0,0,1.6,1.6,0.13,-1.6,-1.6
ENG-Premier League,2324,Wolves,Santiago Bueno,URU,DF,25-111,1998,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Wolves,Sasa Kalajdzic,AUT,FW,26-236,1997,1.8,2,4,2,50.0,2.17,1.08,0.5,1.0,11.2,0,0,0,1.1,1.1,0.26,0.9,0.9
ENG-Premier League,2324,Wolves,Tawanda Chirewa,ENG,FW,20-140,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Wolves,Tommy Doyle,ENG,MF,22-134,2001,7.1,0,6,2,33.3,0.84,0.28,0.0,0.0,27.5,2,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,2324,Wolves,Toti Gomes,POR,DF,25-043,1999,19.7,0,6,2,33.3,0.31,0.1,0.0,0.0,8.7,0,0,0,0.9,0.9,0.14,-0.9,-0.9
ESP-La Liga,2324,Alavés,Abdel Abqar,MAR,DF,24-355,1999,16.9,0,8,2,25.0,0.47,0.12,0.0,0.0,12.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ESP-La Liga,2324,Alavés,Abderrahman Rebbach,ALG,"FW,MF",25-201,1998,6.8,1,15,4,26.7,2.2,0.59,0.07,0.25,19.0,1,0,0,0.7,0.7,0.05,0.3,0.3
ESP-La Liga,2324,Alavés,Aleksandar Sedlar,SRB,DF,32-077,1991,10.5,1,4,1,25.0,0.38,0.1,0.25,1.0,10.7,0,0,0,0.3,0.3,0.07,0.7,0.7
ESP-La Liga,2324,Alavés,Alex Sola,ESP,"FW,MF",24-264,1999,11.0,0,24,5,20.8,2.18,0.45,0.0,0.0,17.1,2,0,0,1.4,1.4,0.06,-1.4,-1.4
ESP-La Liga,2324,Alavés,Ander Guevara,ESP,MF,26-236,1997,24.4,1,16,2,12.5,0.65,0.08,0.06,0.5,23.2,0,0,0,0.7,0.7,0.04,0.3,0.3
ESP-La Liga,2324,Alavés,Andoni Gorosabel,ESP,DF,27-208,1996,23.7,0,9,5,55.6,0.38,0.21,0.0,0.0,21.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ESP-La Liga,2324,Alavés,Antonio Blanco,ESP,MF,23-220,2000,18.5,0,18,3,16.7,0.97,0.16,0.0,0.0,25.9,0,0,0,0.8,0.8,0.04,-0.8,-0.8
ESP-La Liga,2324,Alavés,Antonio Sivera,ESP,GK,27-201,1996,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Alavés,Carlos Benavídez,URU,MF,25-335,1998,6.3,1,6,3,50.0,0.95,0.48,0.17,0.33,19.9,0,0,0,0.5,0.5,0.08,0.5,0.5
ESP-La Liga,2324,Alavés,Carlos Vicente,ESP,"FW,MF",24-311,1999,4.0,0,6,1,16.7,1.49,0.25,0.0,0.0,13.7,1,0,0,0.8,0.8,0.14,-0.8,-0.8
ESP-La Liga,2324,Alavés,Giuliano Simeone,ARG,FW,21-072,2002,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Alavés,Ianis Hagi,ROU,"MF,FW",25-129,1998,6.4,0,19,5,26.3,2.98,0.78,0.0,0.0,20.8,4,0,1,2.6,1.8,0.09,-2.6,-1.8
ESP-La Liga,2324,Alavés,Javi López,ESP,"DF,MF",22-058,2002,16.8,0,10,0,0.0,0.6,0.0,0.0,,19.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5
ESP-La Liga,2324,Alavés,Joaquín Panichelli,ARG,FW,21-144,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Alavés,Jon Guridi,ESP,MF,29-000,1995,21.0,0,25,1,4.0,1.19,0.05,0.0,0.0,13.6,0,0,0,2.3,2.3,0.09,-2.3,-2.3
ESP-La Liga,2324,Alavés,Jon Karrikaburu,ESP,"MF,FW",21-162,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Alavés,Kiké,ESP,FW,34-095,1989,10.4,3,41,17,41.5,3.93,1.63,0.07,0.18,13.0,0,0,1,5.6,4.8,0.12,-2.6,-1.8
ESP-La Liga,2324,Alavés,Luis Rioja,ESP,"FW,MF",30-135,1993,22.6,4,44,11,25.0,1.94,0.49,0.02,0.09,21.6,4,3,3,4.9,2.6,0.06,-0.9,-1.6
ESP-La Liga,2324,Alavés,Mamadou Sylla,SEN,"FW,MF",29-345,1994,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Alavés,Miguel,ESP,"FW,MF",24-178,1999,0.7,0,2,1,50.0,2.77,1.38,0.0,0.0,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ESP-La Liga,2324,Alavés,Nahuel Tenaglia,ARG,DF,28-007,1996,5.4,1,4,1,25.0,0.75,0.19,0.25,1.0,15.7,0,0,0,0.5,0.5,0.12,0.5,0.5
ESP-La Liga,2324,Alavés,Rafa Marín,ESP,DF,21-285,2002,18.2,0,9,2,22.2,0.49,0.11,0.0,0.0,14.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ESP-La Liga,2324,Alavés,Rubén Duarte,ESP,DF,28-133,1995,16.0,2,13,4,30.8,0.81,0.25,0.15,0.5,23.3,2,0,0,0.6,0.6,0.05,1.4,1.4
ESP-La Liga,2324,Alavés,Samuel Omorodion,ESP,FW,19-299,2004,15.6,8,49,17,34.7,3.15,1.09,0.16,0.47,13.4,0,0,0,8.9,8.9,0.18,-0.9,-0.9
ESP-La Liga,2324,Alavés,Tomás Mendes,ESP,MF,19-099,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Alavés,Unai Ropero,ESP,MF,22-100,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Alavés,Victor Parada,ESP,"FW,MF",21-330,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Alavés,Xeber,ESP,"FW,MF",26-247,1997,3.0,0,5,0,0.0,1.65,0.0,0.0,,16.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
ESP-La Liga,2324,Almería,Adri Embarba,ESP,"FW,MF",31-297,1992,17.4,0,36,13,36.1,2.06,0.75,0.0,0.0,25.4,9,0,0,1.6,1.6,0.05,-1.6,-1.6
ESP-La Liga,2324,Almería,Alejandro Pozo Pozo,ESP,"DF,MF",25-006,1999,9.4,0,4,3,75.0,0.43,0.32,0.0,0.0,23.3,0,0,0,0.4,0.4,0.1,-0.4,-0.4
ESP-La Liga,2324,Almería,Aleksandar Radovanović,SRB,DF,30-109,1993,2.8,0,1,0,0.0,0.36,0.0,0.0,,10.5,0,0,0,0.0,0.0,0.04,0.0,0.0
ESP-La Liga,2324,Almería,Anthony Lozano,HON,FW,30-309,1993,2.7,0,6,2,33.3,2.2,0.73,0.0,0.0,14.3,0,0,0,0.7,0.7,0.11,-0.7,-0.7
ESP-La Liga,2324,Almería,Arnau Puigmal,ESP,"FW,DF",23-049,2001,2.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Almería,Bruno Langa,MOZ,DF,26-120,1997,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Almería,César Montes,MEX,DF,27-004,1997,12.0,0,8,1,12.5,0.67,0.08,0.0,0.0,11.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ESP-La Liga,2324,Almería,Diego Mariño,ESP,GK,33-295,1990,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Almería,Dion Lopy,SEN,MF,22-026,2002,17.8,0,16,4,25.0,0.9,0.22,0.0,0.0,25.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0
ESP-La Liga,2324,Almería,Fernando,ESP,GK,33-263,1990,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Almería,Gonzalo Melero,ESP,"MF,FW",30-057,1994,10.3,0,12,3,25.0,1.16,0.29,0.0,0.0,11.2,0,0,0,1.7,1.7,0.15,-1.7,-1.7
ESP-La Liga,2324,Almería,Houboulang Mendes,GNB,DF,25-300,1998,4.4,0,1,0,0.0,0.23,0.0,0.0,,23.2,0,0,0,0.0,0.0,0.01,0.0,0.0
ESP-La Liga,2324,Almería,Ibrahima Koné,MLI,FW,24-257,1999,2.9,0,3,2,66.7,1.03,0.69,0.0,0.0,13.6,0,0,0,0.4,0.4,0.12,-0.4,-0.4
ESP-La Liga,2324,Almería,Iddrisu Baba,GHA,MF,28-037,1996,14.3,0,8,2,25.0,0.56,0.14,0.0,0.0,25.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7
ESP-La Liga,2324,Almería,Jonathan Viera,ESP,MF,34-130,1989,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Almería,Juan Brandáriz,ESP,DF,24-363,1999,18.5,0,2,0,0.0,0.11,0.0,0.0,,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2324,Almería,Kaiky,BRA,DF,20-047,2004,5.8,1,3,1,33.3,0.52,0.17,0.33,1.0,11.4,0,0,0,0.2,0.2,0.08,0.8,0.8
ESP-La Liga,2324,Almería,Largie Ramazani,BEL,"FW,MF",23-001,2001,14.4,3,34,11,32.4,2.37,0.77,0.09,0.27,17.5,1,0,0,4.0,4.0,0.12,-1.0,-1.0
ESP-La Liga,2324,Almería,Lucas Robertone,ARG,MF,26-347,1997,17.6,0,30,10,33.3,1.7,0.57,0.0,0.0,28.0,3,0,0,0.8,0.8,0.03,-0.8,-0.8
ESP-La Liga,2324,Almería,Luis Javier Suárez,COL,"FW,MF",26-088,1997,8.0,4,31,11,35.5,3.89,1.38,0.1,0.27,14.3,0,1,1,5.5,4.7,0.15,-1.5,-1.7
ESP-La Liga,2324,Almería,Luka Romero,ARG,FW,19-102,2004,1.2,2,4,2,50.0,3.27,1.64,0.5,1.0,20.0,0,0,0,0.2,0.2,0.04,1.8,1.8
ESP-La Liga,2324,Almería,Luís Maximiano,POR,GK,25-054,1999,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2324,Almería,Lázaro,BRA,"FW,MF",21-353,2002,3.2,0,8,4,50.0,2.53,1.26,0.0,0.0,18.3,0,0,0,0.9,0.9,0.11,-0.9,-0.9
ESP-La Liga,2324,Almería,Léo Baptistão,BRA,FW,31-186,1992,12.8,4,32,11,34.4,2.49,0.86,0.13,0.36,17.1,0,0,0,3.7,3.7,0.12,0.3,0.3
ESP-La Liga,2324,Almería,Marciano Sanca,GNB,"FW,MF",19-362,2004,0.5,0,1,0,0.0,2.09,0.0,0.0,,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP-La Liga,2324,Almería,Marko Milovanović,SRB,"FW,MF",20-208,2003,2.5,0,3,0,0.0,1.18,0.0,0.0,,16.8,0,0,0,1.3,1.3,0.42,-1.3,-1.3
ESP-La Liga,2324,Almería,Pubill,ESP,DF,20-253,2003,10.2,1,10,2,20.0,0.98,0.2,0.1,0.5,20.6,0,0,0,0.4,0.4,0.04,0.6,0.6
ESP-La Liga,2324,Almería,Rachad Fettal,MAR,FW,19-043,2005,0.2,0,1,0,0.0,5.29,0.0,0.0,,,,0,0,,,,,
ESP-La Liga,2324,Almería,Sergio Akieme,ESP,DF,26-074,1997,18.6,2,9,5,55.6,0.48,0.27,0.22,0.4,17.4,0,0,0,1.2,1.2,0.13,0.8,0.8
ESP-La Liga,2324,Almería,Sergio Arribas,ESP,"MF,FW",22-151,2001,19.1,6,51,17,33.3,2.67,0.89,0.12,0.35,17.0,1,0,0,7.0,7.0,0.14,-1.0,-1.0
ESP-La Liga,2324,Almería,Srđan Babić,SRB,DF,27-312,1996,1.0,0,1,0,0.0,1.0,0.0,0.0,,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0
ESP-La Liga,2324,Almería,Álex Centelles,ESP,DF,26-112,1997,4.6,0,2,1,50.0,0.43,0.22,0.0,0.0,21.2,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2324,Almería,Édgar González,ESP,DF,26-333,1997,20.1,2,11,3,27.3,0.55,0.15,0.18,0.67,10.5,0,0,0,2.1,2.1,0.19,-0.1,-0.1
ESP-La Liga,2324,Athletic Club,Adu Ares,ESP,"FW,MF",22-139,2001,1.6,0,3,0,0.0,1.91,0.0,0.0,,21.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ESP-La Liga,2324,Athletic Club,Aitor Paredes,ESP,DF,23-305,2000,21.7,1,13,2,15.4,0.6,0.09,0.08,0.5,9.6,0,0,0,1.2,1.2,0.09,-0.2,-0.2
ESP-La Liga,2324,Athletic Club,Ander Herrera,ESP,MF,34-198,1989,8.8,0,9,2,22.2,1.03,0.23,0.0,0.0,22.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ESP-La Liga,2324,Athletic Club,Asier Villalibre,ESP,FW,26-151,1997,3.6,1,7,2,28.6,1.94,0.56,0.14,0.5,10.8,0,0,0,0.9,0.9,0.13,0.1,0.1
ESP-La Liga,2324,Athletic Club,Beñat Prados,ESP,"MF,DF",23-020,2001,7.9,0,4,3,75.0,0.5,0.38,0.0,0.0,13.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ESP-La Liga,2324,Athletic Club,Dani García,ESP,MF,33-280,1990,4.8,1,5,3,60.0,1.04,0.62,0.2,0.33,14.9,0,0,0,0.7,0.7,0.14,0.3,0.3
ESP-La Liga,2324,Athletic Club,Daniel Vivian,ESP,DF,24-228,1999,23.7,0,8,1,12.5,0.34,0.04,0.0,0.0,11.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ESP-La Liga,2324,Athletic Club,Gorka Guruzeta,ESP,FW,27-169,1996,19.0,10,49,22,44.9,2.57,1.16,0.2,0.45,13.3,2,0,1,9.1,8.3,0.17,0.9,1.7
ESP-La Liga,2324,Athletic Club,Iker Muniain,ESP,"MF,FW",31-071,1992,4.4,1,11,6,54.5,2.51,1.37,0.09,0.17,14.6,0,0,0,1.4,1.4,0.13,-0.4,-0.4
ESP-La Liga,2324,Athletic Club,Imanol,ESP,DF,23-265,2000,3.4,0,1,0,0.0,0.3,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.01,0.0,0.0
ESP-La Liga,2324,Athletic Club,Iñaki Williams,GHA,FW,29-258,1994,21.8,9,63,33,52.4,2.9,1.52,0.14,0.27,15.0,0,0,0,7.3,7.3,0.12,1.7,1.7
ESP-La Liga,2324,Athletic Club,Iñigo Lekue,ESP,DF,30-300,1993,14.8,0,5,0,0.0,0.34,0.0,0.0,,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ESP-La Liga,2324,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,30-206,1993,16.9,1,8,1,12.5,0.47,0.06,0.13,1.0,24.5,0,0,0,0.3,0.3,0.03,0.7,0.7
ESP-La Liga,2324,Athletic Club,Mikel Jauregizar,ESP,MF,20-108,2003,0.7,0,2,0,0.0,2.86,0.0,0.0,,,,0,0,,,,,
ESP-La Liga,2324,Athletic Club,Mikel Vesga,ESP,MF,30-283,1993,13.2,3,15,5,33.3,1.14,0.38,0.07,0.2,20.5,0,2,2,2.6,1.1,0.07,0.4,-0.1
ESP-La Liga,2324,Athletic Club,Nico Williams,ESP,FW,21-231,2002,17.2,3,38,12,31.6,2.21,0.7,0.08,0.25,14.9,0,0,0,4.1,4.1,0.11,-1.1,-1.1
ESP-La Liga,2324,Athletic Club,Oihan Sancet,ESP,MF,23-309,2000,17.9,3,36,9,25.0,2.01,0.5,0.08,0.33,15.8,0,0,1,5.3,4.5,0.13,-2.3,-1.5
ESP-La Liga,2324,Athletic Club,Peru Nolaskoain,ESP,"DF,MF",25-126,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
