,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2324,Burnley,Wilson Odobert,FRA,"MF,FW",19-092,2004,11.9,229,226,2,0,0,0,11,2,0,0,0,0,174,1,16
ENG-Premier League,2324,Burnley,Zeki Amdouni,SUI,FW,23-086,2000,19.3,440,394,42,2,6,1,8,0,0,0,0,0,345,4,18
ENG-Premier League,2324,Chelsea,Alex Matos,ENG,MF,19-148,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Alfie Gilchrist,ENG,"DF,FW",20-092,2003,0.2,21,14,6,0,0,0,0,6,0,0,0,0,15,1,0
ENG-Premier League,2324,Chelsea,Armando Broja,ALB,FW,22-171,2001,5.0,94,87,7,1,0,0,1,0,0,0,0,0,83,0,0
ENG-Premier League,2324,Chelsea,Axel Disasi,FRA,DF,25-354,1998,22.7,1821,1740,76,38,3,10,9,35,0,0,0,0,1636,5,17
ENG-Premier League,2324,Chelsea,Ben Chilwell,ENG,DF,27-069,1996,7.3,416,341,69,11,0,0,40,38,20,8,11,0,310,6,15
ENG-Premier League,2324,Chelsea,Benoît Badiashile,FRA,DF,22-339,2001,6.2,498,479,19,15,0,1,1,4,0,0,0,0,448,0,3
ENG-Premier League,2324,Chelsea,Carney Chukwuemeka,ENG,MF,20-131,2003,1.9,99,99,0,0,2,0,1,0,0,0,0,0,85,0,4
ENG-Premier League,2324,Chelsea,Cesare Casadei,ITA,MF,21-049,2003,0.2,12,12,0,0,0,0,0,0,0,0,0,0,9,0,1
ENG-Premier League,2324,Chelsea,Christopher Nkunku,FRA,"FW,MF",26-106,1997,3.5,99,86,12,0,2,1,1,1,0,0,0,0,87,1,3
ENG-Premier League,2324,Chelsea,Cole Palmer,ENG,"FW,MF",21-298,2002,17.4,882,824,51,11,20,9,29,10,21,3,7,0,714,7,23
ENG-Premier League,2324,Chelsea,Conor Gallagher,ENG,MF,24-022,2000,22.2,1328,1247,76,29,4,3,43,12,33,11,10,2,1177,5,21
ENG-Premier League,2324,Chelsea,Deivid Washington,BRA,DF,18-268,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2324,Chelsea,Enzo Fernández,ARG,MF,23-042,2001,19.0,1398,1316,67,43,15,21,40,3,20,4,7,0,1179,15,26
ENG-Premier League,2324,Chelsea,Ian Maatsen,NED,"FW,MF",21-355,2002,2.3,138,126,12,0,1,0,8,11,1,0,1,0,97,0,1
ENG-Premier League,2324,Chelsea,Lesley Ugochukwu,FRA,MF,19-339,2004,3.0,167,167,0,0,0,1,0,0,0,0,0,0,141,0,2
ENG-Premier League,2324,Chelsea,Levi Colwill,ENG,DF,21-002,2003,19.1,1087,963,121,27,4,0,12,90,0,0,0,0,905,3,17
ENG-Premier League,2324,Chelsea,Malo Gusto,FRA,DF,20-285,2003,13.2,983,865,116,21,1,0,44,95,0,0,0,0,851,2,18
ENG-Premier League,2324,Chelsea,Marc Cucurella,ESP,DF,25-221,1998,7.8,507,432,75,12,1,0,5,63,0,0,0,0,440,0,9
ENG-Premier League,2324,Chelsea,Mason Burstow,ENG,FW,20-208,2003,0.1,4,3,1,0,0,0,0,0,0,0,0,0,3,0,1
ENG-Premier League,2324,Chelsea,Moisés Caicedo,ECU,MF,22-118,2001,19.6,1262,1231,28,22,4,8,7,3,0,0,0,0,1153,3,19
ENG-Premier League,2324,Chelsea,Mykhailo Mudryk,UKR,FW,23-054,2001,9.7,321,281,35,3,4,1,46,4,28,10,7,1,215,5,9
ENG-Premier League,2324,Chelsea,Nicolas Jackson,SEN,FW,22-253,2001,18.2,395,359,36,0,5,0,3,1,0,0,0,0,314,0,17
ENG-Premier League,2324,Chelsea,Noni Madueke,ENG,FW,21-355,2002,3.9,188,181,5,1,0,0,13,2,2,1,0,0,151,2,1
ENG-Premier League,2324,Chelsea,Raheem Sterling,ENG,"FW,MF",29-082,1994,19.2,627,615,7,0,9,0,52,6,0,0,0,0,459,5,31
ENG-Premier League,2324,Chelsea,Reece James,ENG,DF,24-082,1999,4.3,315,266,49,7,4,1,25,41,1,0,1,0,253,0,5
ENG-Premier League,2324,Chelsea,Robert Sánchez,ESP,GK,26-102,1997,15.9,609,487,120,29,0,2,0,0,0,0,0,0,500,2,0
ENG-Premier League,2324,Chelsea,Roméo Lavia,BEL,MF,20-053,2004,0.4,27,27,0,0,0,0,0,0,0,0,0,0,22,0,2
ENG-Premier League,2324,Chelsea,Thiago Silva,BRA,DF,39-159,1984,22.0,1728,1654,73,52,0,9,2,3,0,0,0,0,1630,1,6
ENG-Premier League,2324,Chelsea,Trevoh Chalobah,ENG,DF,24-238,1999,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2324,Chelsea,Đorđe Petrović,SRB,GK,24-143,1999,9.1,317,251,64,10,0,0,0,0,0,0,0,0,251,2,0
ENG-Premier League,2324,Crystal Palace,Adam Wharton,ENG,MF,19-271,2004,3.4,147,121,21,8,1,0,17,0,10,6,4,0,105,5,2
ENG-Premier League,2324,Crystal Palace,Cheick Doucouré,MLI,MF,24-051,2000,10.2,422,418,4,4,5,0,1,0,0,0,0,0,367,0,7
ENG-Premier League,2324,Crystal Palace,Chris Richards,USA,"DF,MF",23-337,2000,14.3,492,468,23,10,1,2,1,13,0,0,0,0,402,1,12
ENG-Premier League,2324,Crystal Palace,Daniel Muñoz,COL,DF,27-278,1996,4.0,175,143,32,0,0,0,5,32,0,0,0,0,137,0,3
ENG-Premier League,2324,Crystal Palace,David Ozoh,ENG,MF,18-273,2005,1.5,43,43,0,0,0,0,0,0,0,0,0,0,40,0,1
ENG-Premier League,2324,Crystal Palace,Dean Henderson,ENG,GK,26-353,1997,8.0,237,176,61,14,0,0,0,0,0,0,0,0,142,0,0
ENG-Premier League,2324,Crystal Palace,Eberechi Eze,ENG,"MF,FW",25-244,1998,12.9,505,405,97,36,4,2,70,4,45,20,15,3,387,3,10
ENG-Premier League,2324,Crystal Palace,James Tomkins,ENG,DF,34-336,1989,0.1,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0
ENG-Premier League,2324,Crystal Palace,Jaïro Riedewald,NED,"MF,FW",27-172,1996,2.0,65,58,6,4,0,0,3,0,2,1,0,1,48,1,2
ENG-Premier League,2324,Crystal Palace,Jean-Philippe Mateta,FRA,FW,26-245,1997,14.8,258,247,11,0,1,0,9,0,0,0,0,0,188,0,9
ENG-Premier League,2324,Crystal Palace,Jefferson Lerma,COL,MF,29-126,1994,20.5,953,924,27,21,8,11,12,6,0,0,0,0,774,2,18
ENG-Premier League,2324,Crystal Palace,Jeffrey Schlupp,GHA,"FW,MF",31-067,1992,13.6,291,287,4,2,0,0,7,0,0,0,0,0,216,0,10
ENG-Premier League,2324,Crystal Palace,Jesuran Rak Sakyi,ENG,"MF,FW",21-146,2002,1.5,50,50,0,0,0,0,3,0,0,0,0,0,37,0,2
ENG-Premier League,2324,Crystal Palace,Joachim Andersen,DEN,DF,27-273,1996,26.0,1551,1457,87,79,6,29,26,8,0,0,0,0,1225,7,17
ENG-Premier League,2324,Crystal Palace,Joel Ward,ENG,DF,34-122,1989,16.8,763,629,134,17,1,2,19,117,0,0,0,0,585,0,18
ENG-Premier League,2324,Crystal Palace,Jordan Ayew,GHA,"FW,MF",32-170,1991,22.2,724,695,27,5,4,4,74,9,13,4,2,0,534,2,32
ENG-Premier League,2324,Crystal Palace,Marc Guéhi,ENG,DF,23-230,2000,21.2,1239,1185,52,47,1,16,3,5,0,0,0,0,1073,2,5
ENG-Premier League,2324,Crystal Palace,Matheus França,BRA,"MF,FW",19-333,2004,2.3,73,63,10,1,0,1,14,0,9,5,2,0,46,0,5
ENG-Premier League,2324,Crystal Palace,Michael Olise,FRA,"FW,MF",22-078,2001,8.4,429,349,77,30,2,2,76,7,30,19,8,2,302,3,17
ENG-Premier League,2324,Crystal Palace,Naouirou Ahamada,FRA,"MF,FW",21-336,2002,2.4,102,99,3,0,0,0,5,2,0,0,0,0,81,0,8
ENG-Premier League,2324,Crystal Palace,Nathaniel Clyne,ENG,DF,32-329,1991,8.0,322,268,52,0,0,0,7,52,0,0,0,0,257,2,14
ENG-Premier League,2324,Crystal Palace,Odsonne Édouard,FRA,"FW,MF",26-043,1998,15.5,296,285,8,0,3,0,10,0,1,0,0,0,204,3,19
ENG-Premier League,2324,Crystal Palace,Remi Matthews,ENG,GK,30-018,1994,0.0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Sam Johnstone,ENG,GK,30-340,1993,18.0,525,360,160,39,0,2,0,0,0,0,0,0,307,5,0
ENG-Premier League,2324,Crystal Palace,Tyrick Mitchell,ENG,DF,24-180,1999,24.1,1099,837,259,9,1,0,45,250,0,0,0,0,788,3,46
ENG-Premier League,2324,Crystal Palace,Will Hughes,ENG,MF,28-317,1995,14.3,559,499,59,18,2,0,27,0,17,7,10,0,465,1,7
ENG-Premier League,2324,Everton,Abdoulaye Doucouré,MLI,"FW,MF",31-058,1993,18.8,559,548,10,0,1,1,15,0,0,0,0,0,427,1,16
ENG-Premier League,2324,Everton,Alex Iwobi,NGA,MF,27-301,1996,1.6,42,34,7,0,0,0,10,1,6,4,2,0,27,1,2
ENG-Premier League,2324,Everton,Amadou Onana,BEL,MF,22-196,2001,16.5,707,696,6,5,5,9,3,1,0,0,0,0,590,5,7
ENG-Premier League,2324,Everton,André Gomes,POR,MF,30-213,1993,1.8,68,59,9,3,1,0,8,1,2,2,0,0,48,0,1
ENG-Premier League,2324,Everton,Arnaut Danjuma,NED,"MF,FW",27-028,1997,6.6,152,147,5,0,1,1,10,2,1,1,0,0,102,0,8
ENG-Premier League,2324,Everton,Ashley Young,ENG,"DF,MF",38-234,1985,16.8,731,564,163,22,2,1,82,123,18,10,7,1,503,4,15
ENG-Premier League,2324,Everton,Ben Godfrey,ENG,DF,26-044,1998,5.4,205,153,51,0,0,0,6,51,0,0,0,0,139,1,6
ENG-Premier League,2324,Everton,Beto,GNB,FW,26-028,1998,6.8,118,117,1,0,1,0,3,1,0,0,0,0,66,0,3
ENG-Premier League,2324,Everton,Dominic Calvert-Lewin,ENG,FW,26-349,1997,17.1,314,313,1,0,1,0,2,1,0,0,0,0,175,0,13
ENG-Premier League,2324,Everton,Dwight McNeil,ENG,"MF,FW",24-098,1999,20.4,766,667,93,25,6,2,145,21,43,40,2,0,515,6,39
ENG-Premier League,2324,Everton,Idrissa Gana Gueye,SEN,MF,34-155,1989,14.5,603,594,6,0,2,4,10,2,0,0,0,0,503,3,9
ENG-Premier League,2324,Everton,Jack Harrison,ENG,"MF,FW",27-100,1996,17.7,424,408,11,1,4,0,56,6,4,4,0,0,263,5,23
ENG-Premier League,2324,Everton,James Garner,ENG,MF,22-352,2001,23.9,872,749,121,31,4,5,82,11,46,42,3,0,671,2,21
ENG-Premier League,2324,Everton,James Tarkowski,ENG,DF,31-101,1992,26.0,1062,1016,39,33,0,16,4,5,0,0,0,0,802,7,9
ENG-Premier League,2324,Everton,Jarrad Branthwaite,ENG,DF,21-246,2002,23.0,890,877,9,3,0,4,1,6,0,0,0,0,706,4,10
ENG-Premier League,2324,Everton,Jordan Pickford,ENG,GK,29-358,1994,26.0,1048,703,339,150,1,4,0,0,0,0,0,0,675,6,0
ENG-Premier League,2324,Everton,Lewis Dobbin,ENG,MF,21-056,2003,2.0,48,43,3,1,0,0,7,2,0,0,0,0,30,2,3
ENG-Premier League,2324,Everton,Michael Keane,ENG,DF,31-048,1993,4.5,195,193,1,1,0,1,0,0,0,0,0,0,152,1,0
ENG-Premier League,2324,Everton,Nathan Patterson,SCO,DF,22-135,2001,10.7,512,411,100,1,1,1,29,99,0,0,0,0,367,1,11
ENG-Premier League,2324,Everton,Neal Maupay,FRA,FW,27-198,1996,1.2,26,23,3,0,0,1,0,0,0,0,0,0,22,0,1
ENG-Premier League,2324,Everton,Séamus Coleman,IRL,DF,35-140,1988,2.6,101,79,20,0,0,0,6,20,0,0,0,0,63,2,4
ENG-Premier League,2324,Everton,Thomas Cannon,IRL,FW,21-062,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Everton,Tyler Onyango,ENG,MF,20-361,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Everton,Vitaliy Mykolenko,UKR,DF,24-275,1999,21.0,862,695,165,0,1,1,43,165,0,0,0,0,638,2,24
ENG-Premier League,2324,Everton,Youssef Chermiti,POR,FW,19-280,2004,0.7,19,18,1,0,0,0,0,0,0,0,0,0,12,0,0
ENG-Premier League,2324,Fulham,Adama Traoré,ESP,"FW,MF",28-034,1996,0.9,23,22,1,0,0,0,3,1,0,0,0,0,17,0,0
ENG-Premier League,2324,Fulham,Aleksandar Mitrović,SRB,FW,29-165,1994,0.4,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2324,Fulham,Alex Iwobi,NGA,"FW,MF",27-301,1996,13.8,626,615,10,0,4,3,31,2,1,0,0,0,501,1,18
ENG-Premier League,2324,Fulham,Andreas Pereira,BRA,MF,28-058,1996,20.0,866,687,174,42,10,8,146,2,105,33,49,1,611,5,25
ENG-Premier League,2324,Fulham,Antonee Robinson,USA,DF,26-204,1997,24.4,1348,1137,207,20,1,10,90,187,0,0,0,0,987,4,52
ENG-Premier League,2324,Fulham,Armando Broja,ALB,FW,22-171,2001,0.4,9,9,0,0,0,0,0,0,0,0,0,0,5,0,1
ENG-Premier League,2324,Fulham,Bernd Leno,GER,GK,31-361,1992,26.0,1061,866,192,68,0,2,0,0,0,0,0,0,842,3,0
ENG-Premier League,2324,Fulham,Bobby Reid,JAM,FW,31-026,1993,12.9,408,402,6,2,2,0,30,3,1,0,0,0,301,0,15
ENG-Premier League,2324,Fulham,Calvin Bassey,NGA,DF,24-059,1999,13.6,920,877,42,18,0,9,1,2,0,0,0,0,790,1,10
ENG-Premier League,2324,Fulham,Carlos Vinícius,BRA,FW,28-340,1995,3.5,62,61,1,0,0,0,1,0,0,0,0,0,46,0,1
ENG-Premier League,2324,Fulham,Fodé Ballo-Touré,SEN,"DF,MF",27-056,1997,0.6,70,52,17,1,0,0,4,16,0,0,0,0,50,1,3
ENG-Premier League,2324,Fulham,Harrison Reed,ENG,MF,29-032,1995,11.0,574,540,34,17,2,0,16,4,4,1,3,0,482,0,18
ENG-Premier League,2324,Fulham,Harry Wilson,WAL,FW,26-343,1997,13.8,468,446,19,7,3,7,25,3,8,4,0,0,361,3,12
ENG-Premier League,2324,Fulham,Issa Diop,FRA,DF,27-050,1997,12.8,910,873,35,20,1,5,0,2,0,0,0,0,804,2,9
ENG-Premier League,2324,Fulham,João Palhinha,POR,MF,28-234,1995,20.5,885,841,39,36,5,11,1,1,0,0,0,0,726,5,21
ENG-Premier League,2324,Fulham,Kenny Tete,NED,DF,28-142,1995,7.5,391,322,69,5,1,0,18,64,0,0,0,0,310,0,10
ENG-Premier League,2324,Fulham,Luke Harris,WAL,MF,18-331,2005,0.8,14,11,3,0,0,0,0,0,0,0,0,0,11,0,0
ENG-Premier League,2324,Fulham,Raúl Jiménez,MEX,FW,32-299,1991,13.8,323,315,7,3,3,3,5,1,0,0,0,0,216,1,11
ENG-Premier League,2324,Fulham,Rodrigo Muniz,BRA,FW,22-300,2001,7.8,118,111,6,0,1,0,2,0,0,0,0,0,68,1,3
ENG-Premier League,2324,Fulham,Saša Lukić,SRB,MF,27-199,1996,5.4,256,244,10,9,2,1,3,0,0,0,0,0,225,2,2
ENG-Premier League,2324,Fulham,Tim Ream,USA,DF,36-146,1987,15.7,1010,965,44,16,0,8,1,0,0,0,0,0,898,1,8
ENG-Premier League,2324,Fulham,Timothy Castagne,BEL,DF,28-085,1995,19.5,1206,980,224,20,2,2,36,204,0,0,0,0,986,2,37
ENG-Premier League,2324,Fulham,Tom Cairney,SCO,MF,33-039,1991,13.3,981,953,22,12,2,1,20,0,0,0,0,0,869,6,8
ENG-Premier League,2324,Fulham,Tosin Adarabioyo,ENG,DF,26-157,1997,10.0,703,685,16,15,1,6,0,0,0,0,0,0,596,2,3
ENG-Premier League,2324,Fulham,Willian,BRA,FW,35-203,1988,16.4,792,744,44,12,7,10,47,6,26,7,10,0,651,4,12
ENG-Premier League,2324,Liverpool,Alexis Mac Allister,ARG,MF,25-066,1998,18.1,1206,1167,37,26,10,8,18,1,7,1,6,0,1050,2,19
ENG-Premier League,2324,Liverpool,Alisson,BRA,GK,31-149,1992,21.0,897,762,132,29,0,4,0,0,0,0,0,0,765,3,1
ENG-Premier League,2324,Liverpool,Andrew Robertson,SCO,DF,29-354,1994,10.9,826,692,128,29,0,5,76,60,39,19,19,0,677,6,17
ENG-Premier League,2324,Liverpool,Ben Doak,SCO,FW,18-109,2005,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2324,Liverpool,Bobby Clark,ENG,MF,19-021,2005,0.3,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0
ENG-Premier League,2324,Liverpool,Caoimhín Kelleher,IRL,GK,25-097,1998,5.0,213,185,26,7,0,0,0,0,0,0,0,0,158,2,0
ENG-Premier League,2324,Liverpool,Cody Gakpo,NED,"FW,MF",24-297,1999,11.8,323,314,8,4,0,1,6,2,0,0,0,0,245,1,8
ENG-Premier League,2324,Liverpool,Conor Bradley,NIR,DF,20-234,2003,3.3,200,168,32,2,3,1,11,30,0,0,0,0,150,0,5
ENG-Premier League,2324,Liverpool,Curtis Jones,ENG,MF,23-029,2001,10.6,615,595,19,3,4,2,3,16,0,0,0,0,556,1,5
ENG-Premier League,2324,Liverpool,Darwin Núñez,URU,FW,24-249,1999,16.3,369,356,13,2,3,1,14,2,0,0,0,0,261,0,11
ENG-Premier League,2324,Liverpool,Diogo Jota,POR,FW,27-086,1996,11.6,368,368,0,0,4,1,8,0,0,0,0,0,270,0,19
ENG-Premier League,2324,Liverpool,Dominik Szoboszlai,HUN,MF,23-126,2000,18.4,1194,1071,117,27,2,14,79,23,41,20,13,1,994,6,17
ENG-Premier League,2324,Liverpool,Harvey Elliott,ENG,"MF,FW",20-330,2003,7.5,471,444,21,2,2,3,30,4,12,5,5,0,390,6,8
ENG-Premier League,2324,Liverpool,Ibrahima Konaté,FRA,DF,24-279,1999,13.8,1105,1078,25,16,3,5,1,9,0,0,0,0,969,2,8
ENG-Premier League,2324,Liverpool,James McConnell,ENG,MF,19-168,2004,0.0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1
ENG-Premier League,2324,Liverpool,Jarell Quansah,ENG,DF,21-030,2003,4.9,462,455,5,2,0,0,0,2,0,0,0,0,406,2,2
ENG-Premier League,2324,Liverpool,Jayden Danns,ENG,FW,18-043,2006,0.0,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,2324,Liverpool,Joe Gomez,ENG,DF,26-281,1997,14.1,962,834,124,8,2,7,29,114,0,0,0,0,792,4,21
ENG-Premier League,2324,Liverpool,Joël Matip,CMR,DF,32-204,1991,8.7,564,559,4,4,0,0,0,0,0,0,0,0,494,1,4
ENG-Premier League,2324,Liverpool,Kaide Gordon,ENG,FW,19-146,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2324,Liverpool,Kostas Tsimikas,GRE,DF,27-292,1996,7.4,483,377,105,14,0,1,64,66,25,7,18,0,374,1,8
ENG-Premier League,2324,Liverpool,Luis Díaz,COL,FW,27-046,1997,18.4,641,614,24,2,2,3,14,21,0,0,0,0,526,3,19
ENG-Premier League,2324,Liverpool,Mohamed Salah,EGY,FW,31-258,1992,19.8,719,689,23,3,13,2,24,16,0,0,0,0,528,7,28
ENG-Premier League,2324,Liverpool,Owen Beck,WAL,DF,21-203,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
ENG-Premier League,2324,Liverpool,Ryan Gravenberch,NED,MF,21-288,2002,9.4,373,363,7,1,1,2,0,4,0,0,0,0,306,3,11
ENG-Premier League,2324,Liverpool,Thiago Alcántara,ESP,MF,32-323,1991,0.1,10,9,1,1,0,0,0,0,0,0,0,0,7,0,0
ENG-Premier League,2324,Liverpool,Trent Alexander-Arnold,ENG,DF,25-144,1998,18.0,1534,1252,277,65,19,24,127,158,54,6,43,0,1148,5,12
ENG-Premier League,2324,Liverpool,Virgil van Dijk,NED,DF,32-235,1991,23.3,1867,1752,113,58,0,16,0,9,0,0,0,0,1688,2,4
ENG-Premier League,2324,Liverpool,Wataru Endo,JPN,MF,31-019,1993,10.8,711,700,8,7,3,0,4,0,0,0,0,0,617,3,12
ENG-Premier League,2324,Luton Town,Albert Sambi Lokonga,BEL,MF,24-129,1999,9.7,500,447,50,21,5,9,10,4,2,1,1,0,437,3,3
ENG-Premier League,2324,Luton Town,Alfie Doughty,ENG,"DF,MF",24-069,1999,20.2,1061,746,311,49,0,6,217,166,96,42,49,5,693,4,46
ENG-Premier League,2324,Luton Town,Amari'i Bell,JAM,DF,29-299,1994,19.1,832,780,48,15,2,3,13,29,0,0,0,0,643,4,23
ENG-Premier League,2324,Luton Town,Andros Townsend,ENG,"MF,FW",32-227,1991,8.7,286,259,25,3,1,4,54,5,8,7,0,0,197,2,15
ENG-Premier League,2324,Luton Town,Carlton Morris,ENG,"FW,MF",28-074,1995,18.8,454,435,9,1,0,2,8,2,1,0,1,0,281,10,17
ENG-Premier League,2324,Luton Town,Cauley Woodrow,ENG,"FW,MF",29-088,1994,2.5,84,81,3,0,0,0,4,1,1,0,1,0,55,0,3
ENG-Premier League,2324,Luton Town,Chiedozie Ogbene,IRL,"MF,DF",26-303,1997,17.3,609,530,78,4,0,2,67,68,0,0,0,0,449,1,35
ENG-Premier League,2324,Luton Town,Elijah Adebayo,ENG,FW,26-052,1998,12.9,177,175,1,0,1,0,4,1,0,0,0,0,128,1,4
ENG-Premier League,2324,Luton Town,Gabriel Osho,ENG,DF,25-198,1998,14.6,492,486,5,5,0,0,1,0,0,0,0,0,397,1,2
ENG-Premier League,2324,Luton Town,Issa Kaboré,BFA,DF,22-292,2001,11.8,435,333,101,2,0,0,38,99,0,0,0,0,299,1,21
ENG-Premier League,2324,Luton Town,Jacob Brown,SCO,"MF,FW",25-324,1998,11.3,247,238,7,0,0,0,10,6,0,0,0,0,136,2,18
ENG-Premier League,2324,Luton Town,Jordan Clark,ENG,MF,30-159,1993,4.4,137,131,5,3,1,1,6,1,0,0,0,0,90,1,8
ENG-Premier League,2324,Luton Town,Luke Berry,ENG,"MF,DF",31-231,1992,0.6,19,14,5,0,0,0,5,0,5,4,1,0,10,0,1
ENG-Premier League,2324,Luton Town,Mads Juel Andersen,DEN,DF,26-063,1997,4.4,117,115,2,0,0,1,0,2,0,0,0,0,87,0,1
ENG-Premier League,2324,Luton Town,Marvelous Nakamba,ZIM,MF,30-040,1994,12.6,423,404,18,14,0,5,4,3,0,0,0,0,356,1,10
ENG-Premier League,2324,Luton Town,Pelly Ruddock Mpanzu,COD,MF,30-226,1993,9.2,258,238,18,5,0,6,10,6,2,0,0,0,182,2,12
ENG-Premier League,2324,Luton Town,Reece Burke,ENG,DF,27-179,1996,8.5,299,281,17,7,0,1,7,10,0,0,0,0,203,1,8
ENG-Premier League,2324,Luton Town,Ross Barkley,ENG,MF,30-085,1993,17.8,896,807,83,52,4,15,28,8,11,7,4,0,732,6,18
ENG-Premier League,2324,Luton Town,Ryan John Giles,ENG,"DF,MF",24-033,2000,5.6,218,157,61,6,0,0,49,41,14,6,8,0,140,0,8
ENG-Premier League,2324,Luton Town,Tahith Chong,NED,MF,24-086,1999,10.5,278,262,13,1,3,5,18,0,0,0,0,0,218,3,7
ENG-Premier League,2324,Luton Town,Teden Mengi,ENG,DF,21-304,2002,16.6,533,518,13,9,1,10,1,4,0,0,0,0,406,2,6
ENG-Premier League,2324,Luton Town,Thomas Kaminski,BEL,GK,31-128,1992,25.0,957,632,321,94,0,1,0,0,0,0,0,0,548,4,0
ENG-Premier League,2324,Luton Town,Tom Lockyer,WAL,DF,29-087,1994,13.0,422,401,20,17,1,5,1,2,0,0,0,0,301,1,7
ENG-Premier League,2324,Manchester City,Aymeric Laporte,ESP,DF,29-277,1994,0.1,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0
ENG-Premier League,2324,Manchester City,Bernardo Silva,POR,"MF,FW",29-202,1994,19.1,1318,1234,78,29,1,5,63,18,18,8,0,0,1132,6,25
ENG-Premier League,2324,Manchester City,Cole Palmer,ENG,MF,21-298,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2324,Manchester City,Ederson,BRA,GK,30-195,1993,24.1,971,846,125,35,0,9,0,0,0,0,0,0,842,0,1
ENG-Premier League,2324,Manchester City,Erling Haaland,NOR,FW,23-222,2000,19.4,256,246,9,1,2,0,5,0,0,0,0,0,192,1,13
ENG-Premier League,2324,Manchester City,Jack Grealish,ENG,FW,28-171,1995,7.9,394,378,16,3,2,2,11,8,5,2,0,0,334,0,16
ENG-Premier League,2324,Manchester City,James Mcatee,ENG,MF,21-133,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester City,Jeremy Doku,BEL,"FW,MF",21-277,2002,12.4,593,585,8,0,2,2,43,5,3,0,0,0,476,0,23
ENG-Premier League,2324,Manchester City,John Stones,ENG,"DF,MF",29-276,1994,8.6,572,559,13,7,0,6,5,3,0,0,0,0,535,0,2
ENG-Premier League,2324,Manchester City,Joško Gvardiol,CRO,DF,22-036,2002,16.4,1216,1104,110,19,3,8,23,91,0,0,0,0,1059,2,24
ENG-Premier League,2324,Manchester City,Julián Álvarez,ARG,"MF,FW",24-028,2000,23.3,1004,844,156,24,9,1,122,5,109,38,30,2,802,4,22
ENG-Premier League,2324,Manchester City,Kalvin Phillips,ENG,MF,28-088,1995,1.0,70,67,3,3,0,0,2,0,0,0,0,0,62,0,1
ENG-Premier League,2324,Manchester City,Kevin De Bruyne,BEL,MF,32-245,1991,3.7,337,283,51,8,4,1,62,11,32,10,10,4,246,3,10
ENG-Premier League,2324,Manchester City,Kyle Walker,ENG,DF,33-276,1990,23.1,1834,1653,180,28,6,13,54,152,0,0,0,0,1604,1,27
ENG-Premier League,2324,Manchester City,Manuel Akanji,SUI,"DF,MF",28-224,1995,17.6,1499,1456,41,17,4,10,6,19,0,0,0,0,1393,2,8
ENG-Premier League,2324,Manchester City,Mateo Kovačić,CRO,MF,29-298,1994,10.5,879,854,24,14,3,0,0,2,1,0,0,0,823,1,5
ENG-Premier League,2324,Manchester City,Matheus Nunes,POR,"MF,FW",25-185,1998,5.6,314,302,12,7,0,1,15,2,3,2,0,0,264,0,10
ENG-Premier League,2324,Manchester City,Nathan Aké,NED,DF,29-010,1995,17.2,1426,1329,96,23,1,2,7,68,0,0,0,0,1315,1,9
ENG-Premier League,2324,Manchester City,Oscar Bobb,NOR,"FW,MF",20-231,2003,2.0,109,105,4,1,3,0,4,3,0,0,0,0,95,0,4
ENG-Premier League,2324,Manchester City,Phil Foden,ENG,"FW,MF",23-276,2000,23.7,1277,1230,45,12,12,6,53,4,25,6,13,0,1093,2,39
ENG-Premier League,2324,Manchester City,Rico Lewis,ENG,"MF,DF",19-099,2004,5.0,266,251,15,2,0,0,0,13,0,0,0,0,239,0,5
