,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2324,Athletic Club,Unai Gómez,ESP,MF,20-279,2003,4.6,168,4,14,86,73,14,168,14,6,42.9,6,42.9,102,694,378,13,11,1,6,8,115,17
ESP-La Liga,2324,Athletic Club,Unai Simón,ESP,GK,26-262,1997,26.0,960,715,953,7,0,0,960,0,0,,0,,491,2573,1456,0,0,0,0,0,393,0
ESP-La Liga,2324,Athletic Club,Yeray Álvarez,ESP,DF,29-035,1995,6.0,373,29,172,183,19,4,373,1,0,0.0,1,100.0,187,1002,609,5,3,0,3,0,203,2
ESP-La Liga,2324,Athletic Club,Yuri Berchiche,ESP,DF,34-018,1990,15.8,1117,54,326,565,239,24,1117,9,6,66.7,1,11.1,556,2358,1218,24,23,3,11,8,612,50
ESP-La Liga,2324,Athletic Club,Álex Berenguer,ESP,FW,28-239,1995,11.1,548,10,64,174,315,45,547,35,14,40.0,20,57.1,281,1749,894,38,22,11,23,18,335,90
ESP-La Liga,2324,Athletic Club,Óscar de Marcos,ESP,DF,34-320,1989,17.6,1228,35,264,614,356,25,1228,16,3,18.8,13,81.3,588,2504,1455,38,27,5,11,4,701,76
ESP-La Liga,2324,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",32-344,1991,21.6,1237,24,141,582,524,89,1234,35,22,62.9,12,34.3,649,2826,1407,31,22,4,33,17,892,151
ESP-La Liga,2324,Atlético Madrid,Arthur Vermeeren,BEL,MF,19-021,2005,0.7,49,2,12,32,6,0,49,0,0,,0,,29,140,53,1,0,0,2,0,35,3
ESP-La Liga,2324,Atlético Madrid,Axel Witsel,BEL,DF,35-047,1989,21.7,1570,221,814,698,61,18,1570,6,3,50.0,3,50.0,1052,4878,2362,14,13,0,12,6,1109,5
ESP-La Liga,2324,Atlético Madrid,César Azpilicueta,ESP,DF,34-184,1989,10.6,825,64,267,432,131,8,825,4,1,25.0,3,75.0,455,2403,1543,25,18,3,7,5,524,29
ESP-La Liga,2324,Atlético Madrid,Gabriel Paulista,BRA,DF,33-094,1990,2.0,152,19,89,62,2,2,152,0,0,,0,,99,617,331,1,0,0,0,0,112,0
ESP-La Liga,2324,Atlético Madrid,Jan Oblak,SVN,GK,31-052,1993,26.0,754,702,754,0,0,0,754,1,1,100.0,0,0.0,385,1997,1182,0,0,0,1,1,286,0
ESP-La Liga,2324,Atlético Madrid,Javi Galán,ESP,DF,29-101,1994,1.0,78,0,17,19,43,3,78,4,2,50.0,0,0.0,52,289,146,3,1,0,5,3,48,13
ESP-La Liga,2324,Atlético Madrid,José María Giménez,URU,DF,29-039,1995,8.7,492,89,276,208,12,6,492,3,2,66.7,1,33.3,269,1214,596,1,0,0,2,0,299,1
ESP-La Liga,2324,Atlético Madrid,Koke,ESP,MF,32-051,1992,17.0,1607,54,384,1021,208,9,1607,6,2,33.3,4,66.7,1002,4058,1884,18,16,1,16,11,1244,20
ESP-La Liga,2324,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",29-029,1995,18.8,943,31,190,396,364,52,943,21,8,38.1,10,47.6,548,2819,1446,47,26,12,19,13,670,119
ESP-La Liga,2324,Atlético Madrid,Mario Hermoso,ESP,DF,28-255,1995,20.6,1626,117,601,843,195,18,1626,15,8,53.3,4,26.7,934,3863,2130,22,25,0,16,8,1098,46
ESP-La Liga,2324,Atlético Madrid,Memphis,NED,FW,30-015,1994,6.7,272,1,13,118,146,46,272,22,12,54.5,7,31.8,168,832,386,14,9,7,29,14,227,58
ESP-La Liga,2324,Atlético Madrid,Nahuel Molina,ARG,DF,25-328,1998,15.7,1156,34,288,496,379,31,1156,22,11,50.0,11,50.0,663,2516,1371,34,32,6,27,12,767,125
ESP-La Liga,2324,Atlético Madrid,Pablo Barrios,ESP,MF,20-258,2003,11.6,765,23,169,448,158,8,765,38,30,78.9,7,18.4,465,2874,1352,33,28,3,29,16,545,31
ESP-La Liga,2324,Atlético Madrid,Reinildo Mandava,MOZ,DF,30-038,1994,4.5,308,19,122,154,34,4,308,7,4,57.1,3,42.9,145,717,419,8,9,1,7,0,170,7
ESP-La Liga,2324,Atlético Madrid,Rodrigo De Paul,ARG,MF,29-280,1994,15.7,1283,21,198,755,346,30,1283,39,23,59.0,11,28.2,866,5377,2764,51,49,9,23,7,998,42
ESP-La Liga,2324,Atlético Madrid,Rodrigo Riquelme,ESP,"DF,MF",23-332,2000,11.1,612,11,112,201,307,68,612,47,19,40.4,28,59.6,401,2975,1658,68,37,25,30,12,422,115
ESP-La Liga,2324,Atlético Madrid,Samuel Lino,BRA,DF,24-067,1999,14.0,818,24,188,300,346,58,818,43,20,46.5,18,41.9,555,3861,2286,77,51,25,26,26,596,138
ESP-La Liga,2324,Atlético Madrid,Saúl Ñíguez,ESP,MF,29-099,1994,12.7,795,57,216,413,170,29,795,15,8,53.3,5,33.3,373,1800,826,18,16,1,21,13,518,38
ESP-La Liga,2324,Atlético Madrid,Stefan Savić,MNE,DF,33-051,1991,13.0,839,103,415,401,26,6,839,6,6,100.0,0,0.0,481,2469,1547,13,4,0,3,0,549,2
ESP-La Liga,2324,Atlético Madrid,Thomas Lemar,FRA,MF,28-108,1995,1.8,99,0,8,58,34,4,99,2,1,50.0,1,50.0,78,447,217,5,4,0,3,2,83,9
ESP-La Liga,2324,Atlético Madrid,Yannick Carrasco,BEL,DF,30-177,1993,2.5,113,5,29,38,49,6,113,6,5,83.3,1,16.7,66,450,246,9,5,2,5,3,63,17
ESP-La Liga,2324,Atlético Madrid,Álvaro Morata,ESP,FW,31-128,1992,16.6,466,25,70,181,219,92,466,28,14,50.0,12,42.9,268,1252,517,15,11,10,32,26,332,68
ESP-La Liga,2324,Atlético Madrid,Ángel Correa,ARG,"FW,MF",28-356,1995,9.3,421,2,29,165,231,71,420,33,16,48.5,16,48.5,296,1332,603,20,10,13,30,21,322,81
ESP-La Liga,2324,Atlético Madrid,Çağlar Söyüncü,TUR,DF,27-281,1996,1.3,97,5,47,48,3,1,97,1,1,100.0,0,0.0,65,337,150,2,2,1,0,2,65,0
ESP-La Liga,2324,Barcelona,Abdessamad Ezzalzouli,MAR,"FW,MF",22-073,2001,0.8,54,0,2,13,39,7,54,4,2,50.0,2,50.0,41,302,143,7,3,4,4,2,43,12
ESP-La Liga,2324,Barcelona,Alejandro Balde,ESP,DF,20-133,2003,15.3,979,35,215,394,384,40,979,53,20,37.7,20,37.7,567,3770,2213,73,36,20,32,16,664,141
ESP-La Liga,2324,Barcelona,Andreas Christensen,DEN,"DF,MF",27-324,1996,15.7,1328,87,462,816,55,12,1328,5,3,60.0,2,40.0,879,4076,2436,17,11,0,2,7,1043,4
ESP-La Liga,2324,Barcelona,Ansu Fati,ESP,"MF,FW",21-120,2002,0.6,42,0,1,16,25,5,42,3,1,33.3,1,33.3,32,266,157,6,4,2,1,1,35,5
ESP-La Liga,2324,Barcelona,Eric García,ESP,DF,23-050,2001,0.6,53,2,18,33,2,1,53,0,0,,0,,34,171,114,0,0,0,0,0,37,0
ESP-La Liga,2324,Barcelona,Fermin López,ESP,"MF,FW",20-293,2003,7.6,413,4,46,197,171,36,413,21,14,66.7,5,23.8,238,1164,558,15,13,5,26,11,298,39
ESP-La Liga,2324,Barcelona,Ferrán Torres,ESP,FW,23-364,2000,10.4,471,4,30,192,254,48,471,18,8,44.4,9,50.0,264,1435,645,24,18,12,28,12,375,89
ESP-La Liga,2324,Barcelona,Frenkie de Jong,NED,MF,26-292,1997,17.4,1802,63,345,1124,346,17,1802,24,13,54.2,8,33.3,1181,7191,4313,68,52,2,14,16,1436,38
ESP-La Liga,2324,Barcelona,Gavi,ESP,"MF,FW",19-207,2004,10.5,678,27,108,394,181,18,678,22,12,54.5,8,36.4,424,2231,1170,26,24,3,19,11,479,38
ESP-La Liga,2324,Barcelona,Héctor Fort,ESP,DF,17-210,2006,1.1,74,6,25,22,27,2,74,1,0,0.0,1,100.0,41,139,47,1,1,0,0,2,46,12
ESP-La Liga,2324,Barcelona,Iñaki Peña,ESP,GK,24-363,1999,10.0,314,279,313,1,0,0,314,0,0,,0,,187,792,437,0,0,0,0,0,165,0
ESP-La Liga,2324,Barcelona,Iñigo Martínez,ESP,DF,32-287,1991,7.6,678,66,290,367,24,8,678,0,0,,0,,416,2529,1796,15,8,0,2,0,480,2
ESP-La Liga,2324,Barcelona,João Cancelo,POR,DF,29-277,1994,18.8,1539,56,321,789,448,44,1539,77,43,55.8,25,32.5,853,5181,2823,78,42,21,37,15,1020,117
ESP-La Liga,2324,Barcelona,João Félix,POR,FW,24-110,1999,12.6,661,8,65,239,363,76,661,66,22,33.3,36,54.5,438,2630,1526,52,40,22,34,23,543,131
ESP-La Liga,2324,Barcelona,Jules Koundé,FRA,DF,25-108,1998,20.9,1938,116,615,1070,269,28,1938,17,9,52.9,5,29.4,1209,6266,4108,41,42,2,18,7,1386,36
ESP-La Liga,2324,Barcelona,Lamine Yamal,ESP,FW,16-230,2007,14.9,849,9,70,240,553,85,849,86,42,48.8,22,25.6,579,3927,2349,74,41,33,35,15,645,184
ESP-La Liga,2324,Barcelona,Marc Guiu,ESP,"MF,FW",18-055,2006,0.2,5,0,0,3,2,2,5,0,0,,0,,2,12,5,1,0,1,0,0,1,1
ESP-La Liga,2324,Barcelona,Marc-André ter Stegen,GER,GK,31-304,1992,16.0,587,450,578,10,0,0,587,0,0,,0,,378,1788,1289,0,0,0,0,0,339,0
ESP-La Liga,2324,Barcelona,Marcos Alonso,ESP,DF,33-062,1990,1.8,162,5,31,73,59,7,162,4,3,75.0,1,25.0,105,556,273,8,7,2,1,2,110,26
ESP-La Liga,2324,Barcelona,Oriol Romeu,ESP,MF,32-157,1991,8.2,748,19,110,501,138,4,748,4,3,75.0,1,25.0,450,1862,947,7,21,0,7,7,576,3
ESP-La Liga,2324,Barcelona,Pau Cubarsí,ESP,DF,17-037,2007,6.3,608,65,283,310,15,0,608,0,0,,0,,418,1953,988,7,3,0,2,1,476,0
ESP-La Liga,2324,Barcelona,Pedri,ESP,"MF,FW",21-095,2002,11.6,905,14,116,482,317,25,905,25,11,44.0,12,48.0,531,3261,1705,34,30,4,25,8,708,55
ESP-La Liga,2324,Barcelona,Raphinha,BRA,"FW,MF",27-076,1996,8.8,568,3,44,200,330,60,568,32,16,50.0,13,40.6,324,1919,1065,35,15,13,24,6,399,123
ESP-La Liga,2324,Barcelona,Robert Lewandowski,POL,FW,35-191,1988,21.6,637,22,40,233,372,124,634,37,15,40.5,21,56.8,380,1799,692,29,20,12,68,21,527,125
ESP-La Liga,2324,Barcelona,Ronald Araújo,URU,DF,24-358,1999,16.9,1370,112,522,780,80,23,1370,11,8,72.7,2,18.2,885,4783,2922,23,14,2,13,4,1015,9
ESP-La Liga,2324,Barcelona,Sergi Roberto,ESP,"MF,DF",32-021,1992,4.0,248,3,32,145,73,18,248,0,0,,0,,135,875,440,6,6,2,5,2,183,19
ESP-La Liga,2324,Barcelona,Vitor Roque,BRA,FW,19-000,2005,1.9,70,2,6,19,45,15,70,6,2,33.3,4,66.7,41,215,110,4,3,3,6,4,51,16
ESP-La Liga,2324,Barcelona,İlkay Gündoğan,GER,MF,33-127,1990,23.3,1844,30,245,1013,603,58,1843,40,20,50.0,13,32.5,1069,6101,3088,55,60,7,25,13,1393,91
ESP-La Liga,2324,Betis,Abdessamad Ezzalzouli,MAR,FW,22-073,2001,7.5,385,5,45,140,204,43,385,41,19,46.3,17,41.5,239,2347,1360,47,30,26,20,20,287,68
ESP-La Liga,2324,Betis,Abner,BRA,DF,23-277,2000,12.9,819,57,285,332,209,26,819,12,6,50.0,5,41.7,394,1606,828,13,10,5,13,11,432,54
ESP-La Liga,2324,Betis,Aitor Ruibal,ESP,"DF,FW",27-343,1996,8.6,545,27,156,243,159,22,545,38,24,63.2,11,28.9,301,1649,876,20,15,8,15,7,310,45
ESP-La Liga,2324,Betis,Andrés Guardado,MEX,MF,37-153,1986,5.0,346,5,64,222,64,2,346,7,6,85.7,1,14.3,175,971,432,5,7,0,9,3,216,6
ESP-La Liga,2324,Betis,Assane Diao,ESP,FW,18-174,2005,11.4,464,10,53,186,241,45,464,55,18,32.7,28,50.9,297,2443,920,33,25,14,59,33,332,95
ESP-La Liga,2324,Betis,Ayoze Pérez,ESP,FW,30-214,1993,16.2,680,11,82,311,302,92,680,73,30,41.1,40,54.8,430,2686,1429,49,27,21,38,28,466,101
ESP-La Liga,2324,Betis,Borja Iglesias,ESP,FW,31-042,1993,4.5,141,2,2,60,82,22,141,2,1,50.0,1,50.0,77,373,140,5,5,2,15,4,113,32
ESP-La Liga,2324,Betis,Chadi Riad,MAR,DF,20-256,2003,13.5,785,115,530,244,15,11,785,0,0,,0,,447,2032,968,0,3,0,3,2,505,1
ESP-La Liga,2324,Betis,Claudio Bravo,CHI,GK,40-321,1983,7.0,241,194,239,2,0,0,241,0,0,,0,,132,817,591,0,0,0,0,0,100,0
ESP-La Liga,2324,Betis,Cédric Bakambu,COD,FW,32-323,1991,0.3,14,0,0,5,9,3,14,0,0,,0,,8,59,30,2,1,2,4,1,9,3
ESP-La Liga,2324,Betis,Ezequiel Ávila,ARG,FW,30-022,1994,1.5,54,1,3,24,27,6,54,2,1,50.0,1,50.0,32,151,32,2,0,1,4,0,41,14
ESP-La Liga,2324,Betis,Francisco Barbosa,ESP,GK,24-297,1999,2.5,91,81,90,1,0,0,91,0,0,,0,,41,216,149,0,0,0,0,0,27,0
ESP-La Liga,2324,Betis,Germán Pezzella,ARG,DF,32-246,1991,24.1,1382,204,820,525,41,28,1382,6,3,50.0,3,50.0,737,3503,1766,5,4,0,14,4,840,1
ESP-La Liga,2324,Betis,Guido Rodríguez,ARG,MF,29-322,1994,11.9,684,45,205,392,88,10,684,11,8,72.7,2,18.2,367,1476,600,3,9,1,9,8,415,4
ESP-La Liga,2324,Betis,Héctor Bellerín,ESP,DF,28-346,1995,15.6,976,41,300,449,234,17,976,38,10,26.3,27,71.1,484,2722,1544,29,22,5,18,15,569,62
ESP-La Liga,2324,Betis,Isco,ESP,MF,31-313,1992,20.5,1432,7,83,733,636,57,1431,96,50,52.1,38,39.6,913,6192,2903,80,66,8,61,47,1062,108
ESP-La Liga,2324,Betis,Johnny Cardoso,USA,MF,22-161,2001,5.8,311,17,92,190,34,4,311,8,4,50.0,3,37.5,145,712,339,2,5,0,5,4,172,1
ESP-La Liga,2324,Betis,Juan Cruz,ESP,FW,23-309,2000,0.8,30,1,4,8,19,3,30,7,4,57.1,3,42.9,20,206,107,2,3,0,2,0,19,10
ESP-La Liga,2324,Betis,Juan Miranda,ESP,DF,24-040,2000,12.1,796,50,262,336,202,16,796,11,5,45.5,4,36.4,371,1505,787,24,14,1,10,3,454,50
ESP-La Liga,2324,Betis,Luiz Felipe,ITA,DF,26-343,1997,4.0,209,36,134,73,4,3,209,0,0,,0,,106,499,145,0,0,0,1,0,129,0
ESP-La Liga,2324,Betis,Luiz Henrique,BRA,FW,23-057,2001,6.8,319,4,33,135,156,34,319,47,26,55.3,13,27.7,205,1791,897,35,14,10,13,17,235,58
ESP-La Liga,2324,Betis,Marc Bartra,ESP,DF,33-044,1991,2.5,141,22,86,49,7,4,141,2,2,100.0,0,0.0,91,406,215,2,3,0,1,2,90,0
ESP-La Liga,2324,Betis,Marc Roca,ESP,MF,27-094,1996,19.5,1248,49,303,756,204,23,1248,16,8,50.0,8,50.0,732,3710,1860,23,21,6,17,16,846,18
ESP-La Liga,2324,Betis,Nabil Fekir,FRA,"MF,FW",30-225,1993,5.5,352,1,26,168,164,29,352,16,11,68.8,2,12.5,210,1065,551,17,14,4,22,9,272,36
ESP-La Liga,2324,Betis,Pablo Busto,ESP,DF,18-166,2005,0.5,23,2,8,12,3,0,23,1,1,100.0,0,0.0,5,44,27,1,0,0,0,1,8,0
ESP-La Liga,2324,Betis,Pablo Fornals,ESP,"FW,MF",28-006,1996,3.3,223,5,28,129,68,4,223,5,3,60.0,2,40.0,125,659,375,11,8,3,5,4,162,23
ESP-La Liga,2324,Betis,Paul Akouokou,CIV,MF,26-070,1997,0.3,26,2,10,14,3,0,26,0,0,,0,,11,42,8,0,0,0,0,0,15,0
ESP-La Liga,2324,Betis,Ricardo Visus,ESP,DF,22-310,2001,0.8,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2324,Betis,Rodri,ESP,"FW,MF",23-288,2000,9.1,541,1,73,254,223,32,541,41,16,39.0,18,43.9,371,2282,1191,35,20,11,23,13,437,89
ESP-La Liga,2324,Betis,Rui Silva,POR,GK,30-021,1994,16.5,631,519,630,1,0,0,631,1,1,100.0,0,0.0,355,1985,972,0,0,0,0,0,274,1
ESP-La Liga,2324,Betis,Sergi Altimira,ESP,MF,22-187,2001,5.6,338,20,81,200,59,5,338,11,6,54.5,5,45.5,191,923,399,9,4,0,8,8,237,7
ESP-La Liga,2324,Betis,Sokratis Papastathopoulos,GRE,DF,35-264,1988,6.8,360,60,218,142,3,3,360,1,0,0.0,0,0.0,182,774,410,1,0,0,3,0,231,1
ESP-La Liga,2324,Betis,William Carvalho,POR,MF,31-327,1992,4.4,436,8,73,316,51,3,436,11,4,36.4,7,63.6,250,979,522,9,10,0,5,6,339,7
ESP-La Liga,2324,Betis,Willian José,BRA,FW,32-097,1991,13.8,442,15,35,213,198,51,442,8,3,37.5,5,62.5,254,904,321,5,6,2,22,16,345,53
ESP-La Liga,2324,Betis,Youssouf Sabaly,SEN,DF,30-360,1993,4.0,271,12,91,115,66,6,271,9,6,66.7,2,22.2,155,875,421,12,9,1,7,4,165,15
ESP-La Liga,2324,Celta Vigo,Anastasios Douvikas,GRE,FW,24-210,1999,6.7,199,8,22,88,90,29,199,15,6,40.0,8,53.3,114,590,202,6,3,3,26,13,145,34
ESP-La Liga,2324,Celta Vigo,Carl Starfelt,SWE,DF,28-272,1995,17.9,892,180,571,301,23,14,892,1,0,0.0,1,100.0,374,1544,676,5,2,1,2,0,411,1
ESP-La Liga,2324,Celta Vigo,Carles Pérez,ESP,"MF,FW",26-012,1998,4.9,201,3,20,69,117,11,201,18,8,44.4,7,38.9,134,905,446,16,16,2,13,13,147,35
ESP-La Liga,2324,Celta Vigo,Carlos Dominguez,ESP,DF,23-017,2001,11.0,594,64,275,285,39,6,594,2,2,100.0,0,0.0,284,1368,647,7,9,1,11,2,306,1
ESP-La Liga,2324,Celta Vigo,Carlos Dotor,ESP,MF,22-350,2001,7.7,401,14,84,229,93,8,401,3,3,100.0,0,0.0,193,826,329,3,6,0,13,9,272,12
ESP-La Liga,2324,Celta Vigo,Fran Beltrán,ESP,MF,25-025,1999,16.1,818,26,181,513,132,6,818,13,7,53.8,6,46.2,441,2121,991,17,14,1,17,9,491,16
ESP-La Liga,2324,Celta Vigo,Franco Cervi,ARG,"MF,DF",29-278,1994,4.8,263,5,69,119,79,7,263,6,0,0.0,5,83.3,134,714,377,11,7,1,9,3,136,25
ESP-La Liga,2324,Celta Vigo,Gabriel Veiga,ESP,FW,21-277,2002,0.2,7,0,0,4,3,0,7,1,0,0.0,1,100.0,6,23,4,0,0,0,1,1,7,1
ESP-La Liga,2324,Celta Vigo,Hugo Sotelo,ESP,MF,20-071,2003,3.5,283,5,31,146,107,4,283,2,1,50.0,1,50.0,179,796,422,10,9,2,2,6,208,7
ESP-La Liga,2324,Celta Vigo,Hugo Álvarez,ESP,MF,20-241,2003,0.4,34,1,5,16,14,0,34,2,1,50.0,1,50.0,18,87,59,1,2,0,1,1,19,5
ESP-La Liga,2324,Celta Vigo,Iago Aspas,ESP,FW,36-211,1987,19.9,994,7,58,406,539,87,991,32,21,65.6,7,21.9,601,3009,1450,46,38,14,34,22,689,121
ESP-La Liga,2324,Celta Vigo,Iván Villar,ESP,GK,26-234,1997,9.3,285,256,285,0,0,0,285,0,0,,0,,142,729,472,0,0,0,0,0,95,0
ESP-La Liga,2324,Celta Vigo,Jailson Siqueira,BRA,"MF,DF",28-174,1995,3.4,156,13,60,87,14,0,156,8,5,62.5,3,37.5,75,422,196,3,2,0,4,7,64,1
ESP-La Liga,2324,Celta Vigo,Javier Manquillo,ESP,"MF,DF",29-299,1994,2.6,110,6,34,55,22,3,110,5,2,40.0,3,60.0,33,101,18,1,1,1,6,1,35,7
ESP-La Liga,2324,Celta Vigo,Jonathan Bamba,CIV,"MF,FW",27-339,1996,15.6,713,9,89,303,340,66,713,74,34,45.9,32,43.2,514,3388,2058,78,35,26,32,19,539,129
ESP-La Liga,2324,Celta Vigo,Joseph Aidoo,GHA,DF,28-152,1995,4.5,240,34,132,107,6,2,240,2,2,100.0,0,0.0,133,630,322,2,0,0,1,2,137,0
ESP-La Liga,2324,Celta Vigo,Jørgen Strand Larsen,NOR,FW,24-022,2000,22.8,711,14,61,329,334,114,711,58,27,46.6,25,43.1,439,1822,745,27,19,20,87,37,560,117
ESP-La Liga,2324,Celta Vigo,Kevin Vázquez,ESP,DF,30-342,1993,7.0,397,26,111,219,69,3,397,9,3,33.3,4,44.4,165,735,279,5,6,0,6,1,194,19
ESP-La Liga,2324,Celta Vigo,Luca de la Torre,USA,"MF,FW",25-281,1998,18.2,774,17,121,363,304,51,774,26,9,34.6,16,61.5,477,2927,1511,46,31,11,33,22,530,72
ESP-La Liga,2324,Celta Vigo,Manu Sánchez,ESP,DF,23-188,2000,16.1,910,54,276,393,252,19,910,25,10,40.0,14,56.0,405,2330,1176,32,20,5,23,10,419,54
ESP-La Liga,2324,Celta Vigo,Miguel Rodríguez,ESP,MF,20-305,2003,2.1,106,1,9,38,62,4,106,12,3,25.0,8,66.7,75,512,274,11,9,2,1,3,74,24
ESP-La Liga,2324,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",28-120,1995,8.5,575,29,147,245,188,8,575,22,6,27.3,11,50.0,290,1688,866,22,18,3,14,7,295,40
ESP-La Liga,2324,Celta Vigo,Renato Tapia,PER,"MF,DF",28-215,1995,13.6,841,60,278,448,127,12,841,37,27,73.0,8,21.6,411,2035,885,8,12,0,19,10,455,13
ESP-La Liga,2324,Celta Vigo,Tadeo Allende,ARG,"MF,FW",25-008,1999,2.1,78,2,13,40,27,4,78,1,1,100.0,0,0.0,42,308,120,5,2,1,4,3,52,10
ESP-La Liga,2324,Celta Vigo,Unai Núñez,ESP,DF,27-029,1997,25.5,1591,228,832,690,80,32,1591,8,7,87.5,1,12.5,803,4030,2176,10,9,2,22,2,835,0
ESP-La Liga,2324,Celta Vigo,Vicente Guaita,ESP,GK,37-049,1987,16.7,519,458,518,1,0,0,519,0,0,,0,,254,1351,817,0,0,0,1,0,180,0
ESP-La Liga,2324,Celta Vigo,Williot Swedberg,SWE,"MF,FW",20-027,2004,1.5,63,1,9,26,29,9,63,7,5,71.4,1,14.3,35,173,67,3,0,3,6,2,35,7
ESP-La Liga,2324,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",24-291,1999,22.0,1359,43,338,583,453,28,1359,46,19,41.3,21,45.7,722,3691,2063,48,43,5,18,15,832,83
ESP-La Liga,2324,Cádiz,Brian Ocampo,URU,MF,24-248,1999,1.5,107,0,13,54,45,3,107,10,3,30.0,5,50.0,74,619,346,9,7,0,14,8,75,10
ESP-La Liga,2324,Cádiz,Chris Ramos,ESP,"FW,MF",27-041,1997,21.5,673,42,85,252,341,100,673,55,14,25.5,34,61.8,318,1428,503,21,18,14,70,40,477,70
ESP-La Liga,2324,Cádiz,Darwin Machís,VEN,MF,31-021,1993,8.3,362,6,49,151,165,16,361,14,6,42.9,6,42.9,203,1348,541,20,16,5,19,10,209,51
ESP-La Liga,2324,Cádiz,David Gil,ESP,GK,30-048,1994,3.1,121,93,119,2,0,0,121,0,0,,0,,47,372,239,0,0,0,0,0,20,0
ESP-La Liga,2324,Cádiz,Diadie Samassékou,MLI,MF,28-048,1996,0.3,21,1,7,10,4,0,21,0,0,,0,,10,73,40,0,2,0,1,0,11,1
ESP-La Liga,2324,Cádiz,Fali,ESP,DF,30-200,1993,21.6,918,143,463,420,40,15,918,5,3,60.0,1,20.0,422,2160,1308,14,7,0,6,1,479,8
ESP-La Liga,2324,Cádiz,Fede San Emeterio,ESP,MF,26-349,1997,1.7,67,5,20,41,6,1,67,1,0,0.0,0,0.0,28,108,68,0,0,0,1,0,37,0
ESP-La Liga,2324,Cádiz,Gonzalo Escalante,ARG,MF,30-338,1993,13.5,616,42,161,371,88,10,616,5,2,40.0,3,60.0,243,957,389,2,6,0,13,8,332,7
ESP-La Liga,2324,Cádiz,Isaac Carcelen,ESP,DF,30-311,1993,21.3,1040,88,333,474,237,6,1040,16,10,62.5,6,37.5,399,1959,906,20,21,0,14,10,478,45
ESP-La Liga,2324,Cádiz,Iván Alejo,ESP,MF,29-018,1995,17.1,607,26,126,213,281,19,607,54,19,35.2,30,55.6,346,2503,1157,40,34,1,49,25,364,92
ESP-La Liga,2324,Cádiz,Javi Hernández,ESP,DF,25-302,1998,17.5,885,72,288,401,210,13,885,19,10,52.6,7,36.8,358,2152,1199,19,22,3,17,11,400,26
ESP-La Liga,2324,Cádiz,Jeremías Ledesma,ARG,GK,31-015,1993,22.9,866,682,856,12,0,0,866,1,1,100.0,0,0.0,454,3120,2187,0,0,0,1,0,290,0
ESP-La Liga,2324,Cádiz,Jorge Meré,ESP,DF,26-317,1997,6.5,257,40,130,123,6,2,257,1,1,100.0,0,0.0,104,398,225,2,2,0,0,0,122,0
ESP-La Liga,2324,Cádiz,Joseba Zaldúa,ESP,"DF,MF",31-249,1992,3.6,134,15,58,40,36,1,134,1,0,0.0,0,0.0,49,227,115,2,2,0,5,2,49,12
ESP-La Liga,2324,Cádiz,José Mari,ESP,"MF,FW",36-084,1987,0.2,23,0,0,19,4,0,23,0,0,,0,,10,55,23,0,0,0,0,0,16,1
ESP-La Liga,2324,Cádiz,Juanmi,ESP,FW,30-284,1993,2.7,101,1,6,52,45,7,101,6,2,33.3,3,50.0,60,250,38,0,3,0,8,3,69,15
ESP-La Liga,2324,Cádiz,Karl Etta,CMR,FW,20-058,2004,0.2,4,0,0,3,1,0,4,0,0,,0,,2,4,0,0,0,0,1,0,2,1
ESP-La Liga,2324,Cádiz,Lucas,BRA,DF,22-341,2001,13.7,785,47,251,335,205,10,785,24,11,45.8,10,41.7,352,1815,754,22,15,2,14,14,367,44
ESP-La Liga,2324,Cádiz,Luis Hernández,ESP,DF,34-320,1989,8.0,411,34,178,167,69,1,411,0,0,,0,,172,830,559,2,3,0,0,0,217,1
ESP-La Liga,2324,Cádiz,Mamadou Mbaye,SEN,DF,25-245,1998,3.2,137,37,81,47,9,4,137,0,0,,0,,35,170,83,0,0,0,2,0,43,0
ESP-La Liga,2324,Cádiz,Maxi Gómez,URU,FW,27-198,1996,9.1,233,5,18,99,118,34,233,9,4,44.4,3,33.3,135,614,196,12,6,1,20,11,184,34
ESP-La Liga,2324,Cádiz,Milutin Osmajić,MNE,MF,24-218,1999,0.1,5,0,0,0,5,2,5,0,0,,0,,2,10,1,0,0,0,0,0,5,0
ESP-La Liga,2324,Cádiz,Moussa Diakité,MLI,MF,20-116,2003,0.0,1,0,1,0,0,0,1,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,0,0
